committee,cers_id,reports,type,amended_date,last_report,city,state,officer_1,officer_2,positions,2020_expenditures,num_2020_expenditures,2020_contributions,num_2020_contributions,cash_on_hand
Hartelius Durocher & Winter,6063,3,Incidental,11/28/16,NA,Great Falls,MT,"Winter, Jeffrey","Taylor, Mary","Support: To make contributions to independent committees for independent expenditures for candidates and issues that impact the civil justice system., Other: Contributions are not earmarked for any specific candidates or ballot issues. , Support: Dirk Sandefur - Supreme Court",0.0,0,0.0,0,-7500.0
Montana Human Rights Network,6376,12,Incidental,11/21/18,NA,Helena,MT,"Abbott, Kim",,"Support: Healthy Montana I-185, Oppose: I-183",0.0,0,0.0,0,-52339.79
"Acme Gadget, Inc.",5106,1,Incidental,03/24/16,NA,Missoula,MT,"Semmelroth, Catherine",,Support: Support Missoula Public Library Capital Campaign,0.0,0,0.0,0,-1000.0
Montana Young Republican League,4625,1,Political Party,08/31/15,NA,Helena,MT,,,,0.0,0,0.0,0,0.0
Montanans Against Tax Hikes - No on I-185,7288,10,Ballot Issue,06/20/19,NA,Helena,MT,"Denowh, Charles",,Oppose: I-185,1254247.95,32,-321907.56,3,0.0
Altria Client Services LLC,7413,9,Incidental,06/20/19,NA,Washington,DC,"Klump, Amanda",,Oppose: I-185,0.0,0,0.0,0,-18146195.0
Montanajo E-Cig LLC,7526,1,Incidental,08/29/18,NA,Great Falls,MT,"Lensing, Karen",,Oppose: I-185: Raise tobacco taxes to fund health care programs,0.0,0,0.0,0,100.0
Wild Montana Action Fund,8794,2,Incidental,07/02/20,NA,Helena,MT,"Leighton , Kim ""Quinn"" ","Parr, Laura ",Education: Gubernatorial Primary Voter Guide; all Dem and Rep candidates ,1391.96,3,0.0,0,-1391.96
"Safelite Group, Inc.",8023,1,Incidental,09/09/19,NA,Columbus,OH,"Zajic, Scot",,,2500.0,1,0.0,0,-2500.0
Montanans for Fair Judiciary,3389,23,Independent,03/16/16,NA,Billings,MT,"Smith, Wendy",,Support: To elect fair and unbiased justices to the Montana supreme court and district courts.,0.0,0,0.0,0,1.96
Beaverhead County Republican Central Committee,224,21,Political Party,05/21/19,NA,Dillon,MT,"Maness, Shannon F",,"Support: John Jackson, Support: Tom Welch for House, Support: Matt Rosendale for U.S. Senate, Support: To support & encourage Republican ideals & principles in Beaverhead County., Support: Stacey Reynolds, Support: Greg Gianforte for Congress",8640.22,22,9974.0,149,7038.27
Education Foundation for Billings Public Schools,5223,1,Incidental,04/25/19,NA,Billings,MT,"Hertz, Krista B",,Support: Support Billings Public Schools 2016 Mill Levy,0.0,0,0.0,0,-2500.0
Missoula County Republican Central Committee,5897,8,Political Party,05/19/20,NA,Missoula,MT,"Minjares, Carol J",,"Support: Carol Minjares HD 100, Support: Kelsey Cooley HD 94, Support: Kathy Whitman HD 96, Support: Bethanie Calvert Wanberg, Support: Niki Sardot SD 46, Support: Rebecca Dawson HD 95, Support: Mike Warner SD 45, Support: David Doc Moore, Support: Brad Tschida HD 97, Support: Mike Hopkins HD 92, Support: Gary D. Wanberg HD 89, Support: Nancy Burgoyne HD 98, Support: Will Deschamps PSC Region 4, Support: Alan Ault Missoula County Commissioner, Support: Lana Hamilton HD 90",37609.29,76,89246.71,322,13736.35
Hill County Democratic Central Cmte.,271,12,Political Party,06/16/19,NA,Havre,MT,"Strobel, Scott A",,"Support: Jacob Bachmeier for HD 28, Support: To support Democratic candidates., Support: Doug Kaercher PSC1, Support: Paul Tuss SD 14",6288.43,32,5390.56,40,5680.99
"Conservation Campaign, The",3989,1,Incidental,04/20/15,NA,Boston,MA,"Chiu, Peggy",,Support: City of Whitefish Resort Tax ,0.0,0,0.0,0,-7500.0
Test Committee for C7E,6096,2,Independent,10/18/16,NA,Test,MT,"Test, Test",,Support: Testing C7Es,250.0,1,0.0,0,750.0
MEA-MFT,6356,1,Incidental,07/05/17,NA,Helena,MT,"Burke, Erik",,"Support: YES for East Helena Kids, Support: YES for Helena's Future",0.0,0,0.0,0,-26131.31
SPHealth Incidental Committee for I-185,7496,5,Incidental,11/21/18,NA,Helena,MT,"Johnson, Wade",,Support: contribution made to ballot initiative to increase tobacco taxes to help fund certain health care programs,0.0,0,0.0,0,-651857.68
Liberty Medical Center Support for I-185,7676,2,Incidental,11/11/18,NA,Chester,MT,"Lalum, Lacee L",,Support: I-185,0.0,0,0.0,0,-1000.0
Lake County Republican Womens Club,1591,12,Political Party,06/17/20,NA,Polson,MT,"Lake, Susan",,Support: To educate people on Republican and other pertinent issues and to support Republican candidates for office,1081.44,3,115.5,25,3277.4
Preserve Our Parks Great Falls,6929,3,Ballot Issue,05/23/18,NA,Great Falls,MT,"Erwin, Steven J",,Support: City of Great Falls Resolution 10223 - Creation of Park District Number 1,0.0,0,0.0,0,0.0
Plc- Pac ( Progressive Labor Caucus),1337,2,Disbanded Montana PAC,05/10/16,NA,Helena,MT,"Fenderson, Gene",,,0.0,0,0.0,0,0.0
Lake County Young Republicans,4970,8,Political Party,12/06/16,NA,Polson,MT,"Dawson , Ben",,,0.0,0,0.0,0,0.0
Northern Montana Hospital Incidental Committee,7453,5,Incidental,11/20/18,NA,Havre,MT,"Lucke, Kim M",,Support: Ballot Initiative to increase tobacco taxes to support health care programs,0.0,0,0.0,0,-65000.0
Beartooth Billings Clinic Incidental Committee,6959,4,Incidental,12/12/18,NA,Red Lodge,MT,"Evans, Kelley","Karas, Maggie C","Support: 6 Mill Levy, Support: Ballot Initiative to increase tobacco taxes to suport health care programs",0.0,0,0.0,0,-2107.0
Carbon County Republican Central Cmte,6938,1,Political Party,02/28/18,NA,Red Lodge,MT,"Nicol, Alayne",,,0.0,0,0.0,0,0.0
Valley Construction,6869,1,Incidental,12/26/17,NA,Helena,MT,"Smith, Kim",,Support: YES for Helena's Future,0.0,0,0.0,0,-1000.0
Montanans for Fair Taxation,3390,23,Independent,02/04/16,NA,Billings,MT,"Smith, Wendy",,Support: To advocate for fair taxation in the state of Montana,0.0,0,0.0,0,71.25
Community Hospital of Anaconda Incidental Committee,7403,1,Incidental,09/26/18,NA,Anaconda,MT,"Hickey-Boynton, Meg","Luther, Jessie",Support: I-185,0.0,0,0.0,0,-50000.0
Butte Teachers Union COPE,366,18,Independent,05/29/18,NA,Butte,MT,"McLaughlin, Cheryl K",,"Support: Steve Bullock Governor, Support: Melissa Romano State Superintendent, Support: Amanda Curtis House District 74, Support: Edie McLafferty Senate 38, Support: Denise Juneau US Senate, Support: Eric Mankins City Commissioner, Support: Monica Lindeen Secretary Of State",1525.0,8,-1154.0,17,4688.09
Families USA Action,7404,1,Incidental,07/09/18,NA,Washington,DC,"Luther, Jessie","Shapiro, Lisa",Support: Montana Medicaid Expansion,0.0,0,0.0,0,-100000.0
"Justice Committee of McGarvey, Heberling, Sullivan & Lacey P.C.",8315,2,Incidental,02/05/20,NA,Kalispell,MT,"Leftridge, Dustin",,Support: To make contributions to independent committees for independent expenditures for candidates and issues that impact the civil justice system.,9108.0,2,0.0,0,-9108.0
Example Incidental Committee,7046,1,Incidental,04/16/18,NA,Helena,MT,"Smith, John",,Support: contribution made to ballot initiative to increase tobacco taxes to help fund certain health care programs,0.0,0,0.0,0,0.0
Donna Jean Rolfson Trust,8160,1,Incidental,12/20/19,NA,Polson,MT,"Mercer, John A",,,5000.0,1,0.0,0,-5000.0
Frances Mahon Deaconess Hospital Incidental Committee,7120,2,Incidental,10/08/18,NA,Glasgow,MT,"Holom, Randall G",,Support: 185,0.0,0,0.0,0,-100000.0
Support Kalispell Schools,5795,1,Ballot Issue,09/02/16,NA,Kalispell,MT,"Ainsworth, Liann C",,,0.0,0,0.0,0,4400.0
Edwards Law Firm,6095,2,Incidental,11/28/16,NA,Billings,MT,"Edwards, John","Taylor, Mary","Other: Contributions are not earmarked for any specific candidates or ballot issues., Support: Dirk Sandefur - Supreme Court, Support: To make contributions to independent committees for independent expenditures for candidates and issues that impact the civil justice system.",0.0,0,0.0,0,-25000.0
Special Mail-out Ballot Regarding Annexation into the Central Valley Fire District (City of Belgrade),8237,4,Incidental,03/19/20,NA,Belgrade,MT,"Eagleson, Diane",,,12694.7,4,0.0,0,-12694.7
Flathead County Republican Central Committee,254,24,Political Party,05/25/20,NA,Kalispell,MT,"Whary, Peggy","Koestner, Rudy","Support: To promote the candidates, support elected officials and educate the public about the Republican Party principles and ideals.",53187.83,112,82307.06,304,54776.16
Carbon County Central Democratic Committee,8333,5,Political Party,02/10/20,NA,Red Lodge,MT,"Corbe, Patricia",,,606.23,10,3440.49,7,2790.23
Livingston Firefighters Pac,2684,4,Independent,05/06/18,NA,Livingston,MT,"Prahl, Torsten",,"Support: To support Candidates and issues City, County, and State elections",0.0,0,0.0,0,1180.38
Everytown for Gun Safety Action Fund,8009,6,Incidental,03/27/20,NA,New York,NY,"Paone, Tara",,Other: Oppose LR 130,149693.25,34,0.0,0,-112328.57
PPAMT-IC,6913,8,Incidental,08/02/18,NA,BIllings,MT,"Ranta, Katie",,,0.0,0,0.0,0,-1653.85
Montanans For Responsible Leadership,3077,23,Independent,04/25/20,NA,Great Falls,MT,"Ward, John","Hagan, Roger","Support: The purpose of Montanans for Responsible Leadership is to support various candidates, who are committed to finding workable solutions to problems facing Montana.",5449.95,6,3500.0,3,2702.08
Montanans for Fiscal Responsibility,5834,5,Ballot Issue,01/12/17,NA,Helena,MT,"Barrett, Dick","Burke, Erik",Oppose: I-181,0.0,0,0.0,0,0.0
Montana Law-PAC,425,30,Independent,06/01/20,NA,Helena,MT,"Smith Jr, Allen","Taylor, Mary C","Support: To make contributions to independent committees for independent expenditures for candidates and issues that impact the civil justice system. , Oppose:  Laurie McKinnon, Support: Mike Cooney",21783.38,66,128267.04,137,102863.33
Park County Republican Central Committee,1084,19,Political Party,09/16/18,NA,Livingston,MT,"Bennin, Angela D",,"Oppose: I-186: Requirements for Permits and Reclamation Plans of New Hard Rock Mines Initiative, Support: Matt Rosendale for U.S. Senate, Support: LR-129, Oppose: LR 128, Support: John Esp for Senate, Support: Alan Redfield for HD 59, Support: DAN SKATTUM, Oppose: I 185, Support: Support Republican Party and Candidates, Oppose: I 185, Support: GREG GIANFORTE FOR US HOUSE REPRESENTATIVE",8266.71,32,10140.0,75,7930.2
Great Falls Education Assn. PAC,378,6,Independent,06/04/19,NA,Great Falls,MT,"Olson, Stephanie",,,1340.0,3,1180.8,1,1930.37
Cascade County Democratic Central Cmte,232,20,Political Party,02/10/20,NA,Great Falls,MT,"Swenson, Mary K","Strizich, William",,9737.35,125,29325.18,506,15183.55
Montana Business Advocates for Sensible Elections,2787,2,Independent,01/21/16,NA,Great Falls,MT,"Johnson, Cynthia",,,0.0,0,0.0,0,0.0
Neighbors for Responsible Legislators,5826,3,Independent,12/29/16,NA,Billings,MT,"Jarussi, Karen C",,"Oppose: Robert Saunders -HD 48, Support: Jessica Karjala",0.0,0,0.0,0,0.0
Thomas' Inc,8981,1,Incidental,06/22/20,NA,Butte,MT,"Thomas, Paul F",,Support: To Support Montana First Action,250.0,1,0.0,0,-250.0
Placer Motors Inc,9011,1,Incidental,06/30/20,NA,Helena,MT,"Anderson, Erick",,Support: Support the Republican State Central Committee,1000.0,1,0.0,0,-1000.0
AARP Montana Supporting I-185,7050,11,Incidental,11/19/18,NA,Helena,MT,"Summers, Tim S",,Support: I-185,0.0,0,0.0,0,-143219.87
Mineral County Republican Central Cmte,1920,29,Political Party,03/05/18,NA,Superior,MT,"Mahon, Judith A",,Support: Promote Republican Principles in Mineral County,7177.5,43,6520.85,230,17312.04
Fergus County Republican Central Cmte.,250,21,Political Party,05/06/20,NA,Lewistown,MT,"Williams, Charlene A",,Support: To help Republican Candidates,1907.45,10,2134.35,16,1929.55
Montana Pulic Employees Association,7177,5,Incidental,10/03/19,NA,Helena,MT,"Nyman, Quinton",,,0.0,0,0.0,0,-5000.0
Montana Conservation Voters Action Fund,7183,2,Incidental,09/30/19,NA,Billings,MT,"Ericcson, Sally","Murphy, Aaron","Support: I-186, Oppose: LR-129, Support: Egan Slough Initiative , Support: Gallatin County Open Lands Levy",0.0,0,0.0,0,-2986.22
Stevensville For Students 2019,7946,1,Incidental,05/26/19,NA,Stevensville,MT,"Gross, Lindsay",,,2152.2,5,2152.29,31,0.09
Wood PAC - Montana Wood Products Assn.,426,32,Independent,04/25/18,NA,Missoula,MT,"Marks, Steve",N/A,"Support: Willis Curdy for HD 98, Support: Steve Gunderson for HD 1, Support: Mark Blasdel SD 4, Support: Mike Cuff for HD 2, Support: Kerry White for HD 64, Support: Adam Rosendale SD 11, Support: Becky Beard for House District 80, Support: Lola Sheldon-Galloway for HD 22, Support: Peggy Webb, Support: Denley Loge for HD 14, Support: Dave Fern for House District 5, Support: Frank Garner for HD7, Support: Zac Perry for HD3, Support: John Esp for SD 30, Support: Jon Knokey HD 65, Support: Jeremy Trebas for HD25, Support: Dennis Lenz for HD 53, Support: Jonathan Windy Boy HD32, Support: Bill Mercer for HD 46, Support: Wendy McKamey, Support: Walt Sales HD 69, Support: Tom Burnett, Support: Ed Buttrey for HD 21, Support: Jim Keane for House District 73, Support: Theresa Manzella for HD 85, Support: Patrick Connell for SD 43, Support: John Schmidt for SD 41, Support: Carl Glimm for HD6, Support: Adam Hertz for HD 96, Support: Alan Redfield for HD 59, Support: Bradley Hamlett for House District 23, Support: Matt Regier for HD4, Support: Bradley Tschida for HD 97, Support: Zach Brown for HD 63, Support: Bruce Grubbs for HD68, Support: Brian Hoven SD 13, Support: E. Wylie Galt for HD 30, Support: Gordan Vance for SD34, Support: Doug Kary SD 22, Support: Bob Keenan SD 5, Support: Greg Hertz for House District 12, Support: Mike Hopkins - HD 92, Support: Frank Garner HD 07",1620.0,3,4290.0,19,6405.97
"Beck, Amsden & Stalpes, PLLC",5734,3,Incidental,09/20/16,NA,Bozeman,MT,"Beck, Monte",,"Support: Elect Experienced Judges, Support: Support Montana Issues and Candidates",0.0,0,0.0,0,-35581.93
Cycling for Sensible Drug Policy,4800,9,Ballot Issue,07/29/16,NA,Glendive,MT,"Varriano, Anthony",,"Support: I-178, Support: CI-115",0.0,0,0.0,0,367.27
City of Great Falls,6932,3,Incidental,05/25/18,NA,Great Falls,MT,"Kinzler, Melissa","Burg, Judy",Other: Inform public of impact of passage or failure of Special Park District Ballot Issue on City operations.,0.0,0,0.0,0,-1465.06
American Insurance Assoc PAC State Individual Acct,2774,3,Federal Action,09/19/16,NA,Washington,DC,"Zielizienski, Stephen",,,0.0,0,0.0,0,0.0
"American Prosperity Group, Inc.",8855,2,Incidental,05/28/20,NA,Beverly,MA,"Gantt, Charles",,"Support: American Prosperity Group, Inc. is committed to promoting fiscal conservatism, judicial restraint, the rule of law, and individual liberty throughout the United States.",3149.0,2,0.0,0,-43149.0
Blue Cross Blue Shield of Montana,5087,1,Incidental,10/04/18,NA,Helena,MT,"Doran, John M",,Support: Montanans for Research and Cures,0.0,0,0.0,0,-10000.0
Progressive Democrats Of Montana,2038,2,Disbanded Montana PAC,05/10/16,NA,Helena,MT,"Fenderson, Eugene","Abbott, Monica",,0.0,0,0.0,0,0.0
Ravalli County Democratic Central Cmte,313,1,Political Party,02/11/16,NA,Hamilton,MT,"Erickson, Pamela","Tickell, Margaret",Support: To support Democratic candidates for elected positions in Ravalli County,0.0,0,0.0,0,1411.7
Boilermakers Local 11 PAC,2898,9,Independent,06/29/20,NA,East Helena,MT,"Englund, David G",,Support: To support candidates and issues that support Boilermakers and the work they do.,0.0,0,0.0,0,1098.51
Cascade County Republican Women PAC,8123,5,Independent,03/19/20,NA,Great Falls,MT,"Lennick, Marcia",,,1026.88,8,1797.0,33,1488.12
Columbia Falls SD 6,8048,2,Incidental,11/18/19,NA,Columbia Falls,MT,"Bradshaw, Steve",,Other: Local bond issue- informational only,3172.91,2,0.0,0,-3172.91
McKenna Starin Law,5652,6,Incidental,04/17/18,NA,Missoula,MT,"McKenna, Sydney","Taylor, Mary","Support: To make contributions to independent committees for independent expenditures for candidates and issues that impact the civil justice system., Support: Dirk Sandefur - Supreme Court, Other: Contributions are not earmarked for any specific candidates or ballot issues.",0.0,0,0.0,0,-2000.0
Montana Native Vote Action Fund ,6076,2,Independent,11/23/16,NA,Billings,MT,"Whiteman, Rhonda","Lucas, Anna","Support: Shane Morgieau for HD 95, Support: Jen Gross for SD 25, Support: Michael DesRosier, Support: Sharon Stewart Peregoy, Support: Carolyn Pease-Lopez for SD 21, Support: Bridget Smith for HD31, Support: George Kipp for HD15, Support: Monica Lindeen Secretary Of State, Support: Larry Jent - Attorney General, Support: Jesse Laslovich - State Auditor, Support: Melissa Romano - State Superintendent, Support: Rae Peppers for HD 41, Support: Dirk Sandefur - Supreme Court, Support: Garret Lankford , Support: Steve Bullock - Governor, Support: Jonathan Windy Boy HD32, Support: Susan Webber for HD16, Support: Frank Smith SD 16",0.0,0,0.0,0,11597.89
"Great Falls Development Authority, Inc. Incidental Committee for Cascade County Economic Development Mill Levy",6355,1,Incidental,08/23/18,NA,Great Falls,MT,"Weisenburger, Nate",,"Support: Cascade County economic development mill levy, Support: Support a ballot initiative for a Cascade County economic development mill levy",0.0,0,0.0,0,-73293.9
The Fairness Project,7065,11,Incidental,11/19/18,NA,Washington,DC,"Veazey, Tara","Finocchio, Michael",Support: #9 I-185 - Raise tobacco taxes to fund health care programs,0.0,0,0.0,0,-470041.27
BCBSMT 2020 Incidental Committee ,8768,2,Incidental,05/26/20,NA,Helena,MT,"Wicks, Kali ",,Other: Made contribution to MT Business PAC,35000.0,2,0.0,0,-35000.0
Medefis Incidental Committee,7989,1,Incidental,06/17/19,NA,Omaha,NE,"Luther, Jessie",,Other: Contribution to MHA PAC,200.0,1,0.0,0,-200.0
Somers District # 29,6855,1,Incidental,12/04/17,NA,Somers,MT,"PRice, Joseph C.",,Other: Information on School Bond,0.0,0,0.0,0,-778.8
"Trust for Public Land, The",7184,3,Incidental,06/27/18,NA,Bozeman,MT,"Weinstein, David",,,0.0,0,0.0,0,-6257.88
Montana Public Interest Research Group (MontPIRG),7003,11,Incidental,11/21/18,NA,Missoula,MT,"Sophie, Moon","Bennett, Bryce","Oppose: LR-129, Support: I-185, Support: Bozeman Open Space Bond, Support: LR-128, Support: I-186",0.0,0,0.0,0,-53661.72
